Date,Assigned to,Newspaper,Link,Section,Key Words,Opinion adm,Opinion CDC,Briefly observation,Abstractor,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/article/halloween-cdc-guidelines-coronavirus.html?searchResultPosition=11,Health,"Halloween, guidelines",Nada,0,"You can still safely celebrate the ghoulish season, but trick-or-treating and other celebrations may have to be modified to protect against coronavirus infection.",,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/podcasts/the-daily/coronavirus-one-million.html?searchResultPosition=12,The Daily,grief,Nada,Nada,Remembering the people who died from the coronavirus,,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/sports/football/nfl-scores-live.html?searchResultPosition=13,N.F.L,N.F.L. season,Nada,Nada,Josh Allen and the Buffalo Bills have their best start to the season since 2008.,,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/opinion/coronavirus-vaccines-masks.html?searchResultPosition=14,Opinion,"Infection rates, deaths",Nada,Nada,"Speed and scale may matter more than absolute effectiveness when it comes to tests, masks, treatments and vaccines.",,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/video/us/politics/100000007376999/trump-condition-walter-reed-update.html?searchResultPosition=15,Politics,"coronavirus treatment, mild symtoms",0,nada,"Dr. Sean P. Conley, the White House physician, gave an update on the well-being of President Trump, who is in his third day of coronavirus treatment at Walter Reed National Military Medical Center.",,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/world/europe/britain-london-coronavirus.html?searchResultPosition=16,Europe,menace,0,Nada,"Eighty years after Londoners rallied in the face of the deadly German Blitz, many are flouting the rules aimed at preventing the spread of the novel coronavirus.",,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/nyregion/nyc-covid-shutdown-zip-codes.html?searchResultPosition=17,New York,second wave,-1,Nada,"Fearing 2nd Wave, N.Y.C. Will Adopt Restrictions in Hard-Hit Areas",,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/opinion/letters/covid-vaccine-black.html?searchResultPosition=18,Letters,"racism, volunteer",Nada,Nada,"A writer is aware of racism in medicine, but felt that volunteering was “the only way we will get out of this pandemic.”",,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/video/us/politics/100000007377045/trump-walter-reed-health-update.html?searchResultPosition=19,Politics,"supplemental oxygen, steroid dexamethasone.",0,Nada,"Insisting that President Trump’s health is improving, Dr. Sean P. Conley, the White House physician, gave a statement on Sunday contradictory to his previous update, informing the public that the president has received supplemental oxygen and is on the steroid dexamethasone.",,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/video/nyregion/100000007377201/de-blasio-coronavirus-neighborhood-closures.html?searchResultPosition=20,New York,rewind,Nada,Nada,"Mayor Bill de Blasio of New York announced plans to close nonessential businesses, schools and day care centers in nine neighborhoods where the coronavirus testing positivity rates have been higher than 3 percent in the past 7 days.",,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/us/politics/trump-covid-risk.html?searchResultPosition=21,Politics,"abiding self-belief, unfamiliar",-1,Nada,"With his political career, his business dealings and his reputation, the president has long bet that he can ride out difficulties. Now, though, he is facing an entirely unfamiliar threat.",,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/opinion/trump-coronavirus-news.html?searchResultPosition=22,Opinion,"misled, battle",-1,Nada,"The president is hospitalized. The public doesn’t need to know every detail, but they don’t deserve to be misled.",,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/arts/television/trump-covid-19.html?searchResultPosition=23,Television,"sick, familiar image-making",-1,Nada,The hospitalized president relied on very familiar image-making.,,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/briefing/trump-coronavirus-india-us-china-kenzo.html?searchResultPosition=24,Briefing,"Battle, alliance",-1,Nada,"Monday briefing; President Trump’s battle with the coronavirus, the growing U.S.- India alliance against China and the death of the Japanese designer Kenzo.",,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/style/kenzo-takada-dead.html?searchResultPosition=25,Style,designer,Nada,Nada,"Kenzo Takada planned to stay in Paris for six months but stayed 56 years, becoming known for bold, exuberant prints. He died of the novel coronavirus.",,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/arts/design/jenny-holzer-chicago.html?searchResultPosition=26,Art and Design,quotes,Nada,Nada,"The project, commissioned by the University of Chicago, will let users virtually project thought-provoking quotes from its Core Curriculum onto their surroundings.

",,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/sports/tennis/french-open-alexander-zverev.html?searchResultPosition=27,Tennis,"French protocols, tournament",Nada,Nada,"After losing to Jannik Sinner, Zverev said he “shouldn’t have played” and had a fever and difficulty breathing. Tournament officials said Zverev did not report his symptoms before the match.

",,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/nyregion/nypd-masks-mandatory-virus.html?searchResultPosition=28,New York,"enforce social-distancing measures, mask, fines",Nada,Nada,"As coronavirus cases rise in some neighborhoods, police officials warn officers that they could be disciplined if they fail to comply.",,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/opinion/israel-coronavirus-lockdown.html?searchResultPosition=29,Opinion,"reimpose, second lockdown",Nada,Nada,Israel has become the first country to reimpose a full national lockdown.,,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/opinion/trump-covid-boris-johnson-truth-lies.html?searchResultPosition=30,Opinion,seriousness,-1,Nada,The lessons from Boris Johnson’s bout with Covid.,,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/opinion/conservative-politics-south-doug-jones.html?searchResultPosition=31,Opinion,"Senator, signs",Nada,Nada,There are too many people who want to deliver signs and not enough people who want signs.,,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/video/us/politics/100000007377439/trump-drive-by-wave-supporters-hospital.html?searchResultPosition=32,Politics,supporters,0,Nada,"President Trump, who has been hospitalized since Friday at Walter Reed National Military Medical Center, drove by and waved to supporters outside the facility. In a new video, he said he had “learned a lot about Covid.”",,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/health/trump-covid-treatment.html?searchResultPosition=33,Health,Dexamethasone,0,Nada,Many of the measures cited by Trump's doctors are reserved for patients severely affected by the coronavirus.,,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/us/trump-covid-symptoms-timeline.html?searchResultPosition=34,U.S,"timeline, tested positive",-1,0,What is known so far about what happened leading up to and during the president’s hospitalization,,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/us/politics/trump-virus-meadows.html?searchResultPosition=35,Politics,"Staff members, quarantining,  no guidance ",-1,0,"With President Trump hospitalized, Mark Meadows, the White House chief of staff, delivered no guidance to aides about how they were expected to behave in a moment of crisis.",,
10/11/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/11/world/europe/qanon-is-thriving-in-germany-the-extreme-right-is-delighted.html?searchResultPosition=1,Europe,"QAnon, onspiracy theories, coronavirus measures",0,Nada,"As the U.S. conspiracy theory goes global, it has found fertile ground in the putsch fantasies and anti-Semitic tropes long popular on Germany’s far-right fringe. Counterterrorism officials worry.",,
10/11/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/11/arts/television/snl-fly-pence-jim-carrey.html?searchResultPosition=2,Television,"comedy monologues, mock",-1,Nada,“Saturday Night Live” satirized Wednesday’s vice-presidential debate in an episode of comedy monologues guaranteed to press everyone’s buttons.,,
10/11/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/11/us/politics/babylon-bee-conservative-satire.html?searchResultPosition=3,Politics,The Babylon Bee,-1,Nada,"The comedy site, a conservative answer to ‘The Onion,’ used to have Trump squarely in its cross hairs. But now it’s less about him and more about the people who can’t stand him.",,
10/11/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/11/sports/football/nfl-scores-high-points.html?searchResultPosition=4,N.F.L,"N.F.L season, high-scoring games",Nada,Nada,"Some look to the effects of the disruptions caused by the pandemic, while others find other explanations. But it’s irrefutable teams are scoring more points than in last season.",,
10/11/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/11/briefing/campaign-rallies-trumps-properties-hurricane-delta.html?searchResultPosition=5,Briefing,"Campaign rallies, Hurricane Delta",-1,Nada,Weeekend briefing,,
10/11/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/11/technology/tiktok-pakistan-ban.html?searchResultPosition=6,Technology,"TikTok, ban",0,Nada,"Conservatives have raised questions about public decency on the Chinese-owned service, but opposition groups see an effort to stop criticism of the country’s leadership.",,
10/11/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/11/world/offering-few-details-the-white-house-doctor-says-trump-is-no-longer-contagious.html?searchResultPosition=7,World,isolate,-1,0,President Trump’s doctor said in a memo released Saturday night that he was “no longer considered a transmission risk to others,,
10/11/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/11/business/family-dinner-returns.html?searchResultPosition=8,Business,in-person company meetings,Nada,Nada,Remote work during the coronavirus pandemic has given executives with children a taste of a different way to live.,,
10/11/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/11/us/elections/trump-still-recovering-from-covid-plans-a-return-to-campaign-rallies.html?searchResultPosition=9,Elections,"campaign trail, Election Day, political rallies",-1,Nada,"President Trump, still recovering from Covid-19, plans to return to the campaign trail on Monday with a rally in Florida.",,
